filename,neurite_area_um2,bead_count,beads_per_1000um2,scale_um_per_pixel,neurite_threshold,bead_threshold
Glutamate.czi,12940.113636719998,91,7.032395738919204,0.3126,25.650406143369075,220
Untreated.czi,14105.214412199999,22,1.5597068826526719,0.3126,20.440131938224518,220
